5500.946576	6284.740020	true_or_false_round
5502.862222	5538.597732	true_or_false_instruction
5548.059864	5557.498776	statement_1
5572.452426	5580.556190	statement_2
5600.873651	5607.793197	statement_3
5628.099048	5640.591383	statement_4
5659.678186	5668.826848	statement_5
5687.309932	5701.613424	statement_6
5720.560907	5732.542404	preamble_7_8_9
5752.279365	5759.802630	statement_7
5781.164989	5789.802812	statement_8
5805.453061	5815.484082	statement_9
5836.103401	5843.626667	preabmle_10_11_12
5858.812517	5863.642268	statement_10
5880.871474	5886.165624	statement_11
5903.905669	5909.989297	statement_12
5930.701497	5946.165986	statement_13
5964.045351	5974.122812	statement_14
5992.884535	6002.915556	statement_15
6025.299592	6032.451338	statement_16
6053.070658	6060.129524	statement_17
6077.730249	6082.374240	statement_18
6099.371247	6108.798549	statement_19
6128.767710	6138.334331	statement_20
6152.962902	6165.826757	statement_21
6192.715465	6205.207800	statement_22
6226.802358	6237.808617	statement_23
6254.805624	6265.904762	statement_24
6407.091601	6720.279725	riddle_round
6418.618959	6466.762627	riddle_instruction
6471.339666	6513.507756	riddle_1
6471.339666	6473.797705	riddle_1_clue_1
6474.518165	6478.925684	riddle_1_clue_2
6479.858044	6482.739883	riddle_1_clue_3
6484.392703	6489.139262	riddle_1_clue_4
6503.039898	6513.507756	riddle_1_clue_5
6553.260186	6570.254562	riddle_2
6553.260186	6555.294425	riddle_2_clue_1
6556.438685	6559.871464	riddle_2_clue_2
6561.015724	6563.346623	riddle_2_clue_3
6564.236603	6566.694643	riddle_2_clue_4
6567.711762	6570.254562	riddle_2_clue_4
6597.123475	6617.190400	riddle_3
6597.123475	6599.984125	riddle_3_clue_1
6601.001244	6605.620663	riddle_3_clue_2
6606.786113	6610.303652	riddle_3_clue_3
6611.341962	6613.609291	riddle_3_clue_4
6614.753551	6617.190400	riddle_3_clue_5
6656.497841	6668.809228	riddle_4
6656.497841	6664.041479	riddle_4_clue_1
6665.143359	6668.809228	riddle_4_clue_2
